Site,Phase,Taxon,Family,Genus,domestic_wild,Proportion_per_Phase,Ubquity
Arad,A,Pistacia atlantica Desf. wood,Anacardiaceae,Pistacia,W,3,0
Arad,A,Pistacia palaestina wood,Anacardiaceae,Pistacia,W,4,0
Arad,A,Populus euphratica wood,Salicaceae,Populus,W,3,0
Arad,A,Quercus ithaburensis wood,Fagaceae,Quercus,W,13,0
Arad,A,Retama raetam wood,Fabaceae,Retama,W,30,0
Arad,A,Tamarix aphylla wood,Tamaricaceae,Tamarix,W,22,0
Arad,A,Tamarix sp. wood,Tamaricaceae,Tamarix,W,2,0
Arad,A,Triticum boeoticum ssp. aegilopoides,Poaceae,Triticum,W,3,0
Arad,A,Triticum dicoccum/aestivum,Poaceae,Triticum,W,15,0
Arad,A,Zygophyllum dumosum wood,Zygophyllaceae,Zygophyllum,W,1,0
Arad,A_I,Hordeum sp. grains,Poaceae,Hordeum,W,71,0
Arad,A_I,Triticum dicoccum grains,Poaceae,Triticum,D,28,0
Arad,A_I,Vitis vinifera L. pips,Vitaceae,Vitis,D,0,0
Arad,A_II,Bromus sp.,Poaceae,Bromus,W,0,2
Arad,A_II,Ceratonia sp. wood,Fabaceae,Ceratonia,W,0,2
Arad,A_II,Chenopodium sp.,Chenopodiaceae,Chenopodium,W,1,2
Arad,A_II,Cicer arietinum L.,Fabaceae,Cicer,D,3,9
Arad,A_II,Brassicaceae indet.,Brassicaceae,_,W,1,4
Arad,A_II,Poaceae indet.,Poaceae,_,W,1,4
Arad,A_II,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,11,33
Arad,A_II,Hordeum distichum grain (hulled),Poaceae,Hordeum,D,15,89
Arad,A_II,Hordeum sp. grains,Poaceae,Hordeum,W,2,4
Arad,A_II,indeterminata,_,_,W,2,7
Arad,A_II,Laurus sp. wood,Lauraceae,Laurus,W,0,2
Arad,A_II,Fabaceae indet.,Fabaceae,_,W,11,24
Arad,A_II,Lens culinaris Medik.,Fabaceae,Lens,D,13,35
Arad,A_II,Linum usitatissimum L.,Linaceae,Linum,D,4,7
Arad,A_II,Lolium sp.,Poaceae,Lolium,W,1,2
Arad,A_II,Malvaceae indet.,Malvaceae,_,W,1,2
Arad,A_II,Malva sp.,Malvaceae,Malva,W,1,2
Arad,A_II,Olea europaea L.,Oleaceae,Olea,D,10,15
Arad,A_II,Olea europaea L. wood,Oleaceae,Olea,D,0,4
Arad,A_II,Papaver sp.,Papaveraceae,Papaver,W,1,2
Arad,A_II,Pistacia sp.,Anacardiaceae,Pistacia,W,1,2
Arad,A_II,Pistacia sp. wood,Anacardiaceae,Pistacia,W,0,2
Arad,A_II,Pisum sativum L.,Fabaceae,Pisum,D,3,13
Arad,A_II,Populus sp. wood,Salicaceae,Populus,W,0,2
Arad,A_II,Sinapis sp.,Brassicaceae,Sinapis,W,1,2
Arad,A_II,Tamarix sp. wood,Tamaricaceae,Tamarix,W,0,2
Arad,A_II,Triticum dicoccum grains,Poaceae,Triticum,D,8,9
Arad,A_II,Triticum species free threshing wheat hexaploid grains,Poaceae,Triticum,D,5,4
Arad,A_II,Triticum monococcum grains (1/2g),Poaceae,Triticum,D,1,4
Arad,A_II,Triticum monococcum grains (2g),Poaceae,Triticum,D,1,2
Arad,A_II,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,1,2
Arad,A_II,Apiaceae indeterminate,Apiaceae,_,W,2,2
Arad,A_II,Vitis vinifera L. fruits,Vitaceae,Vitis,D,1,4
Arad,A_II,Vitis vinifera L. pips,Vitaceae,Vitis,D,1,4
Arad,A_II,Vitis vinfera L. wood,Vitaceae,Vitis,D,0,2
Arad,A_III,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,1,22
Arad,A_III,Hordeum distichum grain (hulled),Poaceae,Hordeum,D,8,67
Arad,A_III,indeterminata,_,_,W,1,11
Arad,A_III,Lens culinaris Medik.,Fabaceae,Lens,D,1,33
Arad,A_III,Olea europaea L.,Oleaceae,Olea,D,73,56
Arad,A_III,Pistacia sp.,Anacardiaceae,Pistacia,W,1,11
Arad,A_III,Pisum sativum L.,Fabaceae,Pisum,D,5,22
Arad,A_III,Triticum dicoccum grains,Poaceae,Triticum,D,1,11
Arad,A_III,Triticum species free threshing wheat hexaploid grains,Poaceae,Triticum,D,4,11
Arad,A_III,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,3,22
Arad,A_III_II,Hordeum distichum grain (hulled),Poaceae,Hordeum,D,0,50
Arad,A_III_II,Hordeum sp. grains,Poaceae,Hordeum,W,22,50
Arad,A_III_II,Lens culinaris Medik.,Fabaceae,Lens,D,22,50
Arad,A_III_II,Olea europaea L.,Oleaceae,Olea,D,0,100
Arad,A_III_II,Olea europaea L. wood,Oleaceae,Olea,D,0,50
Arad,A_III_II,Punica granatum L.,Punicaceae,Punica,D,11,50
Arad,A_III_II,Triticum dicoccum grains,Poaceae,Triticum,D,44,50
Arad,A_III_II,Triticum monococcum grains (1/2g),Poaceae,Triticum,D,0,50
Arad,A_IV,Olea europaea L.,Oleaceae,Olea,D,0,100
Arad,A_IV,Quercus sp., wood,Fagaceae,Quercus,W,0,50
Arapi Magoula,ARM_LN,Avena sp.,Poaceae,Avena,W,0,67
Arapi Magoula,ARM_LN,Cereal indeterminate grains,Poaceae,_,D,0,56
Arapi Magoula,ARM_LN,Chenopodiaceae indet.,Chenopodiaceae,_,W,0,56
Arapi Magoula,ARM_LN,Cyperaceae indet.,Cyperaceae,_,W,0,22
Arapi Magoula,ARM_LN,Ficus carica L.,Moraceae,Ficus,D,0,89
Arapi Magoula,ARM_LN,Fumaria sp.,Papaveraceae,Fumaria,W,0,11
Arapi Magoula,ARM_LN,Galium spurium L.,Rubiaceae,Galium,W,0,11
Arapi Magoula,ARM_LN,Poaceae indet.,Poaceae,_,W,0,22
Arapi Magoula,ARM_LN,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,0,78
Arapi Magoula,ARM_LN,Fabaceae indeterminate large,Fabaceae,_,W,0,56
Arapi Magoula,ARM_LN,Lens sp.,Fabaceae,Lens,D,0,67
Arapi Magoula,ARM_LN,Linum usitatissimum L.,Linaceae,Linum,D,0,11
Arapi Magoula,ARM_LN,Lithospermum arvense L.,Boraginaceae,Lithospermum,W,0,11
Arapi Magoula,ARM_LN,Lolium temulentum L.,Poaceae,Lolium,W,0,11
Arapi Magoula,ARM_LN,Plantaginaceae indeterminate,Plantaginaceae,_,W,0,11
Arapi Magoula,ARM_LN,Portulaca oleracea L.,Portulacaceae,Portulaca,K,0,33
Arapi Magoula,ARM_LN,Triticum dicoccum grains,Poaceae,Triticum,D,0,100
Arapi Magoula,ARM_LN,Triticum monococcum grains (1g),Poaceae,Triticum,D,0,78
Arapi Magoula,ARM_LN,Triticum spelta grains,Poaceae,Triticum,D,0,11
Arapi Magoula,ARM_LN,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,0,11
Arapi Magoula,ARM_LN,Vitis sp.,Vitaceae,Vitis,W,0,56
Argissa_Magoula,ARG_EBA,Adonis sp.,Ranunculaceae,Adonis,W,0,25
Argissa_Magoula,ARG_EBA,Avena sp.,Poaceae,Avena,W,0,75
Argissa_Magoula,ARG_EBA,Caryophyllaceae indet.,Caryophyllaceae,_,W,0,50
Argissa_Magoula,ARG_EBA,Cercis sp., wood,Fabaceae,Cercis,W,0,0
Argissa_Magoula,ARG_EBA,Cereal indeterminate grains,Poaceae,_,D,0,75
Argissa_Magoula,ARG_EBA,Chenopodiaceae indet.,Chenopodiaceae,_,W,0,50
Argissa_Magoula,ARG_EBA,Cyperaceae indet.,Cyperaceae,_,W,0,25
Argissa_Magoula,ARG_EBA,Euphorbiaceae indeterminate,Euphorbiaceae,_,W,0,25
Argissa_Magoula,ARG_EBA,Ficus carica L.,Moraceae,Ficus,D,0,100
Argissa_Magoula,ARG_EBA,Galium spurium L.,Rubiaceae,Galium,W,0,25
Argissa_Magoula,ARG_EBA,Poaceae indet.,Poaceae,_,W,0,75
Argissa_Magoula,ARG_EBA,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,0,100
Argissa_Magoula,ARG_EBA,Hyoscyamus niger L.,Solanaceae,Hyoscyamus,W,0,25
Argissa_Magoula,ARG_EBA,Fabaceae sat. indet.,Fabaceae,_,D,0,50
Argissa_Magoula,ARG_EBA,Lens culinaris Medik.,Fabaceae,Lens,D,0,100
Argissa_Magoula,ARG_EBA,Linum usitatissimum L.,Linaceae,Linum,D,0,25
Argissa_Magoula,ARG_EBA,Lithospermum arvense L.,Boraginaceae,Lithospermum,W,0,25
Argissa_Magoula,ARG_EBA,Lolium temulentum L.,Poaceae,Lolium,W,0,25
Argissa_Magoula,ARG_EBA,Malva sp.,Malvaceae,Malva,W,0,25
Argissa_Magoula,ARG_EBA,Medicago sp.,Fabaceae,Medicago,W,0,25
Argissa_Magoula,ARG_EBA,Plantaginaceae indeterminate,Plantaginaceae,_,W,0,25
Argissa_Magoula,ARG_EBA,Polygonum convolvulus L.,Polygonaceae,Polygonum,W,0,50
Argissa_Magoula,ARG_EBA,Polygonaceae indet.,Polygonaceae,_,W,0,75
Argissa_Magoula,ARG_EBA,Pyrus sp. L.,Rosaceae,Pyrus,W,0,25
Argissa_Magoula,ARG_EBA,Quercus sp., wood,Fagaceae,Quercus,W,0,0
Argissa_Magoula,ARG_EBA,Rumex acetosella L.,Polygonaceae,Rumex,W,0,50
Argissa_Magoula,ARG_EBA,Sambucus ebulus L.,Caprifoliaceae,Sambucus,W,0,75
Argissa_Magoula,ARG_EBA,Scleranthus sp.,Caryophyllaceae,Scleranthus,W,0,25
Argissa_Magoula,ARG_EBA,Triticum dicoccum grains,Poaceae,Triticum,D,0,100
Argissa_Magoula,ARG_EBA,Triticum monococcum grains (1/2g),Poaceae,Triticum,D,0,100
Argissa_Magoula,ARG_EBA,Verbascum sp.,Scrophulariaceae,Verbascum,W,0,25
Argissa_Magoula,ARG_EBA,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,0,25
Argissa_Magoula,ARG_EBA,Vitis vinifera L. pips,Vitaceae,Vitis,D,0,50
Argissa_Magoula,ARG_EN,Agrostemma githago L.,Caryophyllaceae,Agrostemma,W,0,33
Argissa_Magoula,ARG_EN,Avena sp.,Poaceae,Avena,W,0,33
Argissa_Magoula,ARG_EN,Cereal indeterminate grains,Poaceae,_,D,0,100
Argissa_Magoula,ARG_EN,Chenopodiaceae indet.,Chenopodiaceae,_,W,0,100
Argissa_Magoula,ARG_EN,Cyperaceae indet.,Cyperaceae,_,W,0,33
Argissa_Magoula,ARG_EN,Ficus carica L.,Moraceae,Ficus,D,0,33
Argissa_Magoula,ARG_EN,Galium spurium L.,Rubiaceae,Galium,W,0,67
Argissa_Magoula,ARG_EN,Poaceae indet.,Poaceae,_,W,0,67
Argissa_Magoula,ARG_EN,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,0,0
Argissa_Magoula,ARG_EN,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,0,100
Argissa_Magoula,ARG_EN,Fabaceae indeterminate large,Fabaceae,_,W,0,33
Argissa_Magoula,ARG_EN,Lens sp.,Fabaceae,Lens,D,0,100
Argissa_Magoula,ARG_EN,Lithospermum arvense L.,Boraginaceae,Lithospermum,W,0,33
Argissa_Magoula,ARG_EN,Panicum miliaceum,Poaceae,Panicum,D,0,0
Argissa_Magoula,ARG_EN,Pisum sp.,Fabaceae,Pisum,W,0,33
Argissa_Magoula,ARG_EN,Polygonaceae indet.,Polygonaceae,_,W,0,33
Argissa_Magoula,ARG_EN,Sambucus ebulus L.,Caprifoliaceae,Sambucus,W,0,33
Argissa_Magoula,ARG_EN,Triticum dicoccum grains,Poaceae,Triticum,D,0,100
Argissa_Magoula,ARG_EN,Triticum monococcum grains (1/2g),Poaceae,Triticum,D,0,0
Argissa_Magoula,ARG_EN,Triticum monococcum grains (1g),Poaceae,Triticum,D,0,100
Argissa_Magoula,ARG_EN,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,0,33
Argissa_Magoula,ARG_MBAI,Cereal indeterminate grains,Poaceae,_,D,0,100
Argissa_Magoula,ARG_MBAI,Chenopodiaceae indet.,Chenopodiaceae,_,W,0,67
Argissa_Magoula,ARG_MBAI,Brassicaceae indet.,Brassicaceae,_,W,0,33
Argissa_Magoula,ARG_MBAI,Ficus carica L.,Moraceae,Ficus,D,0,100
Argissa_Magoula,ARG_MBAI,Galium spurium L.,Rubiaceae,Galium,W,0,33
Argissa_Magoula,ARG_MBAI,Poaceae indet.,Poaceae,_,W,0,33
Argissa_Magoula,ARG_MBAI,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,0,67
Argissa_Magoula,ARG_MBAI,Fabaceae sat. indet.,Fabaceae,_,D,0,33
Argissa_Magoula,ARG_MBAI,Lens culinaris Medik.,Fabaceae,Lens,D,0,33
Argissa_Magoula,ARG_MBAI,Lithospermum arvense L.,Boraginaceae,Lithospermum,W,0,33
Argissa_Magoula,ARG_MBAI,Lolium temulentum L.,Poaceae,Lolium,W,0,67
Argissa_Magoula,ARG_MBAI,Triticum dicoccum grains,Poaceae,Triticum,D,0,67
Argissa_Magoula,ARG_MBAI,Triticum monococcum grains (1/2g),Poaceae,Triticum,D,0,100
Argissa_Magoula,ARG_MBAI,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,0,33
Argissa_Magoula,ARG_MBAI,Vitis vinifera L. pips,Vitaceae,Vitis,D,0,100
Argissa_Magoula,ARG_MBAII,Anchusa L. sp.,Boraginaceae,Anchusa,W,0,0
Argissa_Magoula,ARG_MBAII,Avena sp.,Poaceae,Avena,W,0,7
Argissa_Magoula,ARG_MBAII,Boraginaceae indeterminate,Boraginaceae,_,W,0,20
Argissa_Magoula,ARG_MBAII,Caryophyllaceae indet.,Caryophyllaceae,_,W,0,7
Argissa_Magoula,ARG_MBAII,Cereal indeterminate grains,Poaceae,_,D,0,53
Argissa_Magoula,ARG_MBAII,Chenopodiaceae indet.,Chenopodiaceae,_,W,0,20
Argissa_Magoula,ARG_MBAII,Brassicaceae indet.,Brassicaceae,_,W,0,13
Argissa_Magoula,ARG_MBAII,Cyperaceae indet.,Cyperaceae,_,W,0,20
Argissa_Magoula,ARG_MBAII,Ficus carica L.,Moraceae,Ficus,D,0,60
Argissa_Magoula,ARG_MBAII,Galium spurium L.,Rubiaceae,Galium,W,0,20
Argissa_Magoula,ARG_MBAII,Poaceae indet.,Poaceae,_,W,0,47
Argissa_Magoula,ARG_MBAII,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,0,73
Argissa_Magoula,ARG_MBAII,Lathyrus sativus L.,Fabaceae,Lathyrus,D,0,20
Argissa_Magoula,ARG_MBAII,Fabaceae sat. indet.,Fabaceae,_,D,0,47
Argissa_Magoula,ARG_MBAII,Lens culinaris Medik.,Fabaceae,Lens,D,0,33
Argissa_Magoula,ARG_MBAII,Linum usitatissimum L.,Linaceae,Linum,D,0,7
Argissa_Magoula,ARG_MBAII,Lithospermum arvense L.,Boraginaceae,Lithospermum,W,0,40
Argissa_Magoula,ARG_MBAII,Lolium temulentum L.,Poaceae,Lolium,W,0,20
Argissa_Magoula,ARG_MBAII,Medicago sp.,Fabaceae,Medicago,W,0,13
Argissa_Magoula,ARG_MBAII,Onopordum sp. L.,Asteraceae,Onopordum,W,0,0
Argissa_Magoula,ARG_MBAII,Polygonaceae indet.,Polygonaceae,_,W,0,33
Argissa_Magoula,ARG_MBAII,Rumex acetosella L.,Polygonaceae,Rumex,W,0,20
Argissa_Magoula,ARG_MBAII,Sambucus ebulus L.,Caprifoliaceae,Sambucus,W,0,20
Argissa_Magoula,ARG_MBAII,Scrophulariaceae indeterminate,Scrophulariaceae,_,W,0,7
Argissa_Magoula,ARG_MBAII,Triticum dicoccum grains,Poaceae,Triticum,D,0,93
Argissa_Magoula,ARG_MBAII,Triticum monococcum grains (1/2g),Poaceae,Triticum,D,0,93
Argissa_Magoula,ARG_MBAII,Triticum spelta grains,Poaceae,Triticum,D,0,7
Argissa_Magoula,ARG_MBAII,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,0,20
Argissa_Magoula,ARG_MBAII,Vicia faba L.,Fabaceae,Vicia,D,0,7
Argissa_Magoula,ARG_MBAII,Vitis vinifera L. pips,Vitaceae,Vitis,D,0,73
Argissa_Magoula,ARG_PPN,Cereal indeterminate grains,Poaceae,_,D,0,100
Argissa_Magoula,ARG_PPN,Chenopodiaceae indet.,Chenopodiaceae,_,W,0,67
Argissa_Magoula,ARG_PPN,Cyperaceae indet.,Cyperaceae,_,W,0,67
Argissa_Magoula,ARG_PPN,Ficus carica L.,Moraceae,Ficus,D,0,67
Argissa_Magoula,ARG_PPN,Poaceae indet.,Poaceae,_,W,0,33
Argissa_Magoula,ARG_PPN,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,0,33
Argissa_Magoula,ARG_PPN,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,0,33
Argissa_Magoula,ARG_PPN,Hordeum vulgare vulgare rachis,Poaceae,Hordeum,D,0,0
Argissa_Magoula,ARG_PPN,Fabaceae indeterminate large,Fabaceae,_,W,0,67
Argissa_Magoula,ARG_PPN,Lens sp.,Fabaceae,Lens,D,0,100
Argissa_Magoula,ARG_PPN,Lolium temulentum L.,Poaceae,Lolium,W,0,33
Argissa_Magoula,ARG_PPN,Sambucus ebulus L.,Caprifoliaceae,Sambucus,W,0,33
Argissa_Magoula,ARG_PPN,Triticum dicoccum grains,Poaceae,Triticum,D,0,100
Argissa_Magoula,ARG_PPN,Triticum dicoccum spikelet forks,Poaceae,Triticum,D,0,0
Argissa_Magoula,ARG_PPN,Triticum species indeterminate glume wheat grains,Poaceae,Triticum,D,0,0
Argissa_Magoula,ARG_PPN,Triticum monococcum glume bases,Poaceae,Triticum,D,0,0
Argissa_Magoula,ARG_PPN,Triticum monococcum grains (1/2g),Poaceae,Triticum,D,0,0
Argissa_Magoula,ARG_PPN,Triticum monococcum grains (1g),Poaceae,Triticum,D,0,67
Argissa_Magoula,ARG_PPN,Triticum monococcum grains (2g),Poaceae,Triticum,D,0,0
Argissa_Magoula,ARG_PPN,Vitis sp.,Vitaceae,Vitis,W,0,33
Arjoune,ARJ_V,Adonis sp.,Ranunculaceae,Adonis,W,1,83
Arjoune,ARJ_V,Anisantha sp.,Poaceae,Anisantha,W,0,8
Arjoune,ARJ_V,Carex sp.,Cyperaceae,Carex,W,0,25
Arjoune,ARJ_V,Cereal indeterminate grains,Poaceae,_,D,3,50
Arjoune,ARJ_V,Crataegus sp. L.,Rosaceae,Crataegus,W,0,8
Arjoune,ARJ_V,Cyperaceae indet.,Cyperaceae,_,W,0,17
Arjoune,ARJ_V,Ficus carica L.,Moraceae,Ficus,D,0,8
Arjoune,ARJ_V,Galium sp.,Rubiaceae,Galium,W,0,17
Arjoune,ARJ_V,Poaceae indet. culm fragments,Poaceae,_,W,0,8
Arjoune,ARJ_V,Poaceae indet.,Poaceae,_,W,6,100
Arjoune,ARJ_V,Gypsophila sp.,Caryophyllaceae,Gypsophila,W,0,8
Arjoune,ARJ_V,Haplophyllum sp.,Rutaceae,Haplophyllum,W,0,8
Arjoune,ARJ_V,Hordeum distichum/vulgare rachis,Poaceae,Hordeum,D,0,17
Arjoune,ARJ_V,Hordeum distichum/vulgare grain,Poaceae,Hordeum,D,2,42
Arjoune,ARJ_V,Hordeum distichum rachis ,Poaceae,Hordeum,D,0,17
Arjoune,ARJ_V,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,2,75
Arjoune,ARJ_V,Hordeum sp. grains,Poaceae,Hordeum,W,0,8
Arjoune,ARJ_V,Hordeum/Secale rachis internodes,Poaceae,Hordeum/Secale,W,1,17
Arjoune,ARJ_V,indeterminata,_,_,W,3,75
Arjoune,ARJ_V,Lathyrus cicera/sativus,Fabaceae,Lathyrus,D,0,8
Arjoune,ARJ_V,Fabaceae indeterminate large,Fabaceae,_,W,1,75
Arjoune,ARJ_V,Fabaceae indeterminate small,Fabaceae,_,W,4,100
Arjoune,ARJ_V,Lens culinaris Medik.,Fabaceae,Lens,D,1,33
Arjoune,ARJ_V,Lithospermum arvense L.,Boraginaceae,Lithospermum,W,0,8
Arjoune,ARJ_V,Lolium sp.,Poaceae,Lolium,W,0,8
Arjoune,ARJ_V,Phalaris sp.,Poaceae,Phalaris,W,0,17
Arjoune,ARJ_V,Pistacia sp.,Anacardiaceae,Pistacia,W,0,8
Arjoune,ARJ_V,Prunus sp.,Rosaceae,Prunus,D,0,8
Arjoune,ARJ_V,Rubiaceae indeterminate,Rubiaceae,_,W,0,8
Arjoune,ARJ_V,Rumex acetosella L.,Polygonaceae,Rumex,W,0,17
Arjoune,ARJ_V,Rumex sp.,Polygonaceae,Rumex,W,0,25
Arjoune,ARJ_V,Scirpus sp.,Cyperaceae,Scirpus,W,0,17
Arjoune,ARJ_V,Scorpiurus muricatus L.,Fabaceae,Scorpiurus,W,0,8
Arjoune,ARJ_V,Teucrium sp.,Lamiaceae,Teucrium,W,0,17
Arjoune,ARJ_V,Triticum boeoticum/monococcum grains,Poaceae,Triticum,W,0,8
Arjoune,ARJ_V,Triticum species free threshing wheat hexaploid rachis,Poaceae,Triticum,D,0,8
Arjoune,ARJ_V,Triticum species free threshing wheat tetraploid rachis,Poaceae,Triticum,D,0,8
Arjoune,ARJ_V,Triticum species indeterminate glume wheat glume bases,Poaceae,Triticum,D,32,17
Arjoune,ARJ_V,Triticum species indeterminate glume wheat spikelet forks,Poaceae,Triticum,D,2,8
Arjoune,ARJ_V,Triticum monococcum/dicoccum glume bases,Poaceae,Triticum,D,24,33
Arjoune,ARJ_V,Triticum monococcum/dicoccum grains,Poaceae,Triticum,D,0,8
Arjoune,ARJ_V,Triticum monococcum/dicoccum spikelet forks,Poaceae,Triticum,D,4,25
Arjoune,ARJ_V,Triticum dicoccum grains,Poaceae,Triticum,D,0,8
Arjoune,ARJ_V,Triticum dicoccum spikelet forks,Poaceae,Triticum,D,1,17
Arjoune,ARJ_V,Triticum species indeterminate free threshing wheat rachis,Poaceae,Triticum,D,0,8
Arjoune,ARJ_V,Triticum species indeterminate free threshing wheat grains,Poaceae,Triticum,D,0,17
Arjoune,ARJ_V,Triticum monococcum grains (1g),Poaceae,Triticum,D,0,8
Arjoune,ARJ_V,Triticum monococcum spikelet forks,Poaceae,Triticum,D,1,25
Arjoune,ARJ_V,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,1,75
Arjoune,ARJ_V,Apiaceae indeterminate,Apiaceae,_,W,0,8
Arjoune,ARJ_V,Vicia faba L.,Fabaceae,Vicia,D,0,8
Arjoune,ARJ_V,Vitis sp.,Vitaceae,Vitis,W,2,8
Arjoune,ARJ_V,Vitis sylvestris Gmelin,Vitaceae,Vitis,W,3,8
Arjoune,ARJ_VI,Amygdalus communis L.,Rosaceae,Amygdalus,D,0,33
Arjoune,ARJ_VI,Cereal indeterminate grains,Poaceae,_,D,0,67
Arjoune,ARJ_VI,Poaceae indet.,Poaceae,_,W,1,100
Arjoune,ARJ_VI,indeterminata,_,_,W,0,67
Arjoune,ARJ_VI,Fabaceae indeterminate small,Fabaceae,_,W,0,67
Arjoune,ARJ_VI,Lens culinaris Medik.,Fabaceae,Lens,D,0,33
Arjoune,ARJ_VI,Pistacia sp.,Anacardiaceae,Pistacia,W,0,33
Arjoune,ARJ_VI,Polygonum aviculare L.,Polygonaceae,Polygonum,W,0,33
Arjoune,ARJ_VI,Triticum species indeterminate glume wheat glume bases,Poaceae,Triticum,D,87,100
Arjoune,ARJ_VI,Triticum species indeterminate glume wheat spikelet forks,Poaceae,Triticum,D,3,100
Arjoune,ARJ_VI,Triticum monococcum/dicoccum glume bases,Poaceae,Triticum,D,7,100
Arjoune,ARJ_VI,Triticum dicoccum spikelet forks,Poaceae,Triticum,D,0,100
Arjoune,ARJ_VI,Triticum monococcum spikelet forks,Poaceae,Triticum,D,0,33
Arjoune,ARJ_VII,Amygdalus communis L.,Rosaceae,Amygdalus,D,4,50
Arjoune,ARJ_VII,Cereal indeterminate grains,Poaceae,_,D,33,100
Arjoune,ARJ_VII,Hordeum distichum/vulgare grain,Poaceae,Hordeum,D,11,100
Arjoune,ARJ_VII,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,7,50
Arjoune,ARJ_VII,indeterminata,_,_,W,4,50
Arjoune,ARJ_VII,Fabaceae indeterminate small,Fabaceae,_,W,11,50
Arjoune,ARJ_VII,Lens culinaris Medik.,Fabaceae,Lens,D,22,100
Arjoune,ARJ_VII,Rubiaceae indeterminate,Rubiaceae,_,W,4,50
Arjoune,ARJ_VII,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,4,50
Arkadikos,ARKA_LN,Asperula arvensis L.,Rubiaceae,Asperula,W,0,5883018441,32
Arkadikos,ARKA_LN,Bromus sp.,Poaceae,Bromus,W,0,0075423313,8
Arkadikos,ARKA_LN,Caryophyllaceae indet.,Caryophyllaceae,_,W,0,0188558283,8
Arkadikos,ARKA_LN,Cereal indeterminate grains,Poaceae,_,D,0,9842742392,88
Arkadikos,ARKA_LN,Cereal indeterminate rachis,Poaceae,_,D,0,0037711657,4
Arkadikos,ARKA_LN,Chenopodium album L.,Chenopodiaceae,Chenopodium,W,0,11313497,24
Arkadikos,ARKA_LN,Chenopodiaceae indet.,Chenopodiaceae,_,W,0,0075423313,8
Arkadikos,ARKA_LN,Cornus mas L.,Cornaceae,Cornus,W,0,0527963193,24
Arkadikos,ARKA_LN,Coronilla sp.,Fabaceae,Coronilla,W,0,0263981597,12
Arkadikos,ARKA_LN,Cynodon dactylon (L.) Pers.,Poaceae,Cynodon,W,0,0150846627,4
Arkadikos,ARKA_LN,Ficus carica L.,Moraceae,Ficus,D,0,0037711657,4
Arkadikos,ARKA_LN,Fumaria sp.,Papaveraceae,Fumaria,W,0,0075423313,8
Arkadikos,ARKA_LN,Poaceae indet.,Poaceae,_,W,0,237583437,32
Arkadikos,ARKA_LN,Hordeum distichum/vulgare rachis,Poaceae,Hordeum,D,0,169702455,36
Arkadikos,ARKA_LN,Hordeum sp. grains,Poaceae,Hordeum,W,6,0112380737,92
Arkadikos,ARKA_LN,Hordeum vulgare vulgare rachis,Poaceae,Hordeum,D,0,0037711657,4
Arkadikos,ARKA_LN,Hypericum sp.,Hypericaceae,Hypericum,W,0,0527963193,8
Arkadikos,ARKA_LN,Lathyrus cicera/sativus,Fabaceae,Lathyrus,D,2,5115963344,32
Arkadikos,ARKA_LN,Fabaceae indeterminate large,Fabaceae,_,W,4,9364558585,96
Arkadikos,ARKA_LN,Fabaceae indeterminate small,Fabaceae,_,W,0,1395331297,28
Arkadikos,ARKA_LN,Lens sp.,Fabaceae,Lens,D,28,4609872912,100
Arkadikos,ARKA_LN,Linum usitatissimum L.,Linaceae,Linum,D,0,6863521515,60
Arkadikos,ARKA_LN,Lithospermum arvense L.,Boraginaceae,Lithospermum,W,0,0301693253,24
Arkadikos,ARKA_LN,Phalaris paradoxa L.,Poaceae,Phalaris,W,0,0150846627,4
Arkadikos,ARKA_LN,Phalaris sp.,Poaceae,Phalaris,W,0,0188558283,8
Arkadikos,ARKA_LN,Phleum sp.,Poaceae,Phleum,W,0,0301693253,12
Arkadikos,ARKA_LN,Pistacia terebinthus L.,Anacardiaceae,Pistacia,W,0,0641098163,20
Arkadikos,ARKA_LN,Pisum sativum L.,Fabaceae,Pisum,D,16,0199117547,76
Arkadikos,ARKA_LN,Polycnemum majus/ arvense,Amaranthaceae,Polycnemum,W,0,2074141117,36
